English,Italian,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
haggard,sparuto,0,1,0,0,0,0,0,1,0,0
spasm,spasmo,0,1,0,0,0,1,0,0,0,0
dispassionate,spassionato,0,1,0,0,0,0,0,1,0,0
spatula,spatola,0,0,0,0,0,0,0,0,0,0
bugaboo,spauracchio,0,1,1,0,0,1,0,1,0,0
scarecrow,spaventapasseri,1,1,0,0,0,1,0,0,0,0
frighten,spaventare,0,1,0,0,0,1,0,1,1,0
startle,spaventare,0,1,0,0,0,1,0,0,1,0
frightened,spaventato,0,1,0,0,0,1,0,0,1,0
frightful,spaventevole,0,1,1,0,0,1,0,1,0,0
fright,spavento,0,1,0,0,0,1,0,0,1,0
appalling,spaventoso,0,1,0,0,1,1,0,0,0,0
fearful,spaventoso,0,1,0,0,0,1,0,1,0,0
space,spazio,0,0,0,0,0,0,0,0,0,0
roomy,spazioso,0,0,0,0,0,0,0,0,0,0
spacious,spazioso,1,0,0,0,0,0,0,0,0,0
sweep,spazzata,0,0,0,0,0,0,0,0,0,0
scavenger,spazzino,0,1,0,0,0,0,0,0,0,0
mirror,specchio,0,0,0,0,0,0,0,0,0,0
speculum,specchio,0,0,0,0,0,0,0,0,0,0
transom,specchio di poppa,0,0,0,0,0,0,0,0,0,0
especial,speciale,0,0,0,0,0,0,0,0,0,0
special,speciale,1,0,0,0,0,0,1,0,0,0
specialist,specialista,0,0,0,0,0,0,0,0,0,1
speciality,specialità,0,0,0,0,0,0,0,0,0,0
specialize,specializzarsi,0,0,0,0,0,0,0,0,0,1
species,specie,0,0,0,0,0,0,0,0,0,0
specification,specificazione,0,0,0,0,0,0,0,0,0,0
specific,specifico,0,0,0,0,0,0,0,0,0,0
speculate,speculare,0,0,0,0,0,0,0,0,0,0
speculative,speculativo,0,0,0,1,0,0,0,0,0,0
speculation,speculazione,0,1,0,0,0,1,0,1,0,0
dispatch,spedizione,0,0,0,0,0,0,0,0,0,0
expedition,spedizione,1,0,0,1,0,0,0,0,0,0
shipment,spedizione,0,0,0,0,0,0,0,0,0,0
shipping,spedizione,0,0,0,0,0,0,0,0,0,0
blowout,spegnere,0,1,0,0,0,0,0,0,0,0
extinguish,spegnere,0,1,1,0,0,0,0,0,0,0
quench,spegnere,0,0,0,0,0,0,0,0,0,0
spencer,spencer,0,0,0,0,0,0,0,0,0,0
hoping,sperando,0,0,0,0,0,0,0,0,0,0
hopes,speranze,0,0,0,0,0,0,0,0,0,0
hope,sperare,1,0,0,1,0,0,1,0,1,1
perjury,spergiuro,0,1,0,0,0,1,0,0,1,0
reckless,spericolato,0,1,1,0,0,1,0,0,0,0
experimental,sperimentale,0,0,0,0,0,0,0,0,0,0
experimenter,sperimentatore,0,0,0,0,0,0,0,0,0,0
semen,sperma,0,0,0,0,0,0,0,0,0,0
sperm,sperma,0,0,0,0,0,0,0,0,0,0
spur,sperone,0,0,0,0,0,1,0,0,0,0
expenditure,spesa,0,1,0,0,0,0,0,0,0,0
expense,spesa,0,0,0,0,0,0,0,0,0,0
expenses,spese,0,1,0,0,0,0,0,0,0,0
oft,spesso,0,0,0,0,0,0,0,0,0,0
thick,spesso,0,0,0,0,0,0,0,0,0,0
thickness,spessore,0,0,0,0,0,0,0,0,0,0
spectacular,spettacolare,0,0,0,1,0,0,0,0,1,0
pageant,spettacolo,0,0,0,0,0,0,0,0,0,0
show,spettacolo,0,0,0,0,0,0,0,0,0,1
spectacle,spettacolo,1,1,0,0,0,0,0,0,0,0
beholder,spettatore,0,0,0,0,0,0,0,0,0,0
spectator,spettatore,0,0,0,0,0,0,0,0,0,0
ghostly,spettrale,0,1,0,0,0,1,0,0,0,0
spectral,spettrale,0,1,0,0,0,0,0,0,0,0
specter,spettro,0,1,0,0,0,1,0,1,0,0
spectrum,spettro,0,0,0,0,0,0,0,0,0,0
spook,spettro,0,1,0,0,0,1,0,0,0,0
spectrophotometer,spettrofotometro,0,0,0,0,0,0,0,0,0,0
spectrometer,spettrometro,0,0,0,0,0,0,0,0,0,0
spectroscopy,spettroscopia,0,0,0,0,0,0,0,0,0,0
spice,spezia,1,0,0,0,0,0,0,0,0,0
spy,spia,0,0,0,0,0,0,0,0,0,0
beach,spiaggia,0,0,0,0,0,0,1,0,0,0
playa,spiaggia,0,0,0,0,0,0,0,0,0,0
skewer,spiedo,0,0,0,0,0,0,0,0,0,0
spit,spiedo,0,0,0,0,1,0,0,0,0,0
explain,spiegare,1,0,0,0,0,0,0,0,0,1
unfold,spiegare,1,0,0,1,0,0,0,0,0,0
explanation,spiegazione,0,0,0,0,0,0,0,0,0,0
explication,spiegazione,0,0,0,0,0,0,0,0,0,0
merciless,spietato,0,1,0,0,0,1,0,0,0,0
ruthless,spietato,0,1,1,0,1,1,0,0,0,0
twill,spigato,0,0,0,0,0,0,0,0,0,0
pert,spigliato,0,0,0,0,0,0,0,0,0,0
bass,spigola,0,0,0,0,0,0,0,0,0,0
glean,spigolare,0,0,0,0,0,0,0,0,0,0
spiked,spillo,0,0,0,0,0,0,0,0,0,0
plug,spina,0,0,0,0,0,0,0,0,0,0
thorn,spina,0,1,0,0,0,0,0,0,0,0
backbone,spina dorsale,1,0,1,0,0,0,0,0,0,1
spine,spina dorsale,1,1,1,0,0,0,0,0,0,0
spinal,spinale,0,0,0,0,0,0,0,0,0,0
barbed,spinato,0,0,0,0,0,0,0,0,0,0
pushing,spingendo,0,0,0,0,0,0,0,0,0,0
propel,spingere,0,0,0,0,0,0,0,0,0,0
push,spingere,0,0,0,0,0,0,0,0,0,0
prickly,spinoso,0,1,0,0,0,0,0,0,0,0
thorny,spinoso,0,1,0,0,0,1,0,0,0,0
boost,spinta,0,0,0,0,0,0,0,0,0,0
thrust,spinta,0,0,0,0,0,0,0,0,0,0
impelled,spinto,0,0,0,0,0,0,0,0,0,0
shove,spintone,0,1,1,0,0,0,0,0,0,0
espionage,spionaggio,0,1,0,0,0,0,0,0,0,0
sneak,spione,0,1,1,0,0,1,0,0,1,0
spiral,spirale,0,0,0,0,0,0,0,0,0,0
spirits,spiriti,1,0,0,1,0,0,1,0,1,0
esprit,spirito,1,0,0,0,0,0,0,0,0,0
spirit,spirito,1,0,0,0,0,0,0,0,0,0
witty,spiritoso,1,0,0,0,0,0,1,0,0,0
spiritual,spirituale,0,0,0,0,0,0,0,0,0,0
spirituality,spiritualità,0,0,0,0,0,0,0,0,0,0
beaming,splendente,1,0,0,1,0,0,1,0,0,0
shining,splendente,1,0,0,1,0,0,1,0,0,0
shine,splendere,1,0,0,0,0,0,0,0,0,0
splendid,splendido,1,0,0,0,0,0,1,0,1,0
glow,splendore,1,0,0,1,0,0,1,0,0,1
radiance,splendore,1,0,0,1,0,0,1,0,0,1
splendor,splendore,1,0,0,1,0,0,1,0,1,0
divest,spogliare,0,0,0,0,0,0,0,0,0,0
undress,spogliarsi,0,0,0,0,0,0,0,0,0,0
stark,spoglio,0,1,0,0,0,0,0,0,0,1
spoiler,spoiler,0,1,0,0,0,0,0,1,0,0
duster,spolverino,0,0,0,0,0,0,0,0,0,0
spousal,sponsale,0,0,0,0,0,0,0,0,0,0
sponsor,sponsor,1,0,0,0,0,0,0,0,0,1
sponsorship,sponsorizzazione,0,0,0,0,0,0,0,0,0,0
spore,spora,0,0,0,0,0,0,0,0,0,0
sporadic,sporadico,0,0,0,0,0,0,0,0,0,0
dirt,sporcizia,0,1,0,0,1,0,0,0,0,0
filth,sporcizia,0,1,0,0,1,0,0,0,0,0
grime,sporcizia,0,1,0,0,1,0,0,0,0,0
dirty,sporco,0,1,0,0,1,0,0,0,0,0
filthy,sporco,0,1,0,0,1,0,0,0,0,0
soiled,sporco,0,1,0,0,1,0,0,0,0,0
projecting,sporgente,0,0,0,0,0,0,0,0,0,0
protrusion,sporgenza,0,0,0,0,0,0,0,0,0,0
protrude,sporgere,0,0,0,0,0,0,0,0,0,0
sport,sport,0,0,0,0,0,0,0,0,0,0
sporting,sportivo,0,0,0,0,0,0,0,0,0,0
sports,sportivo,0,0,0,0,0,0,0,0,0,0
sportsman,sportivo,0,0,0,0,0,0,0,0,0,0
bride,sposa,1,0,0,1,0,0,1,0,0,1
espouse,sposare,0,0,0,0,0,0,0,0,0,0
wed,sposare,0,0,0,0,0,0,0,0,0,0
marry,sposarsi,1,0,0,1,0,1,1,0,1,1
married,sposato,0,0,0,0,0,0,0,0,0,0
wedded,sposato,0,0,0,0,0,0,0,0,0,0
bridegroom,sposo,1,0,0,1,0,0,1,0,0,1
groom,sposo,0,0,0,0,0,0,0,0,0,0
displacement,spostamento,0,0,0,0,0,0,0,0,0,0
shift,spostamento,0,0,0,0,0,0,0,0,0,0
displace,spostare,0,1,0,0,0,0,0,0,0,0
spray,spray,0,0,0,0,0,0,0,0,0,0
wasting,sprecare,0,1,0,0,1,1,0,1,0,0
wasted,sprecato,0,1,1,0,1,0,0,0,0,0
contemptible,spregevole,0,1,1,0,1,0,0,0,0,0
despicable,spregevole,0,1,1,0,1,0,0,0,0,0
squeeze,spremere,0,0,0,0,0,0,0,0,0,0
squeezing,spremitura,0,0,0,0,0,0,0,0,0,0
contemptuous,sprezzante,0,1,1,0,0,0,0,0,0,0
spurred,spronato,0,0,0,0,0,0,0,0,0,0
sponge,spugna,0,1,0,0,0,0,0,0,0,0
spongy,spugnoso,0,0,0,0,0,0,0,0,0,0
snacks,spuntini,0,0,0,0,0,0,0,0,0,0
spurious,spuria,0,1,0,0,1,0,0,0,0,0
gob,sputo,0,0,0,0,1,0,0,0,0,0
squad,squadra,0,0,0,0,0,0,0,0,0,0
team,squadra,0,0,0,0,0,0,0,0,0,1
squadron,squadrone,0,0,0,0,0,0,0,0,0,0
disqualification,squalifica,0,1,0,0,0,0,0,0,0,0
disqualify,squalificare,0,1,0,0,0,0,0,1,0,0
disqualified,squalificato,0,1,1,0,1,0,0,1,0,0
shabby,squallido,0,1,0,0,1,0,0,0,0,0
shark,squalo,0,1,0,0,0,0,0,0,0,0
squamous,squamose,0,0,0,0,0,0,0,0,0,0
scaly,squamoso,0,1,0,0,0,0,0,0,0,0
gash,squarcio,0,1,0,0,0,1,0,0,0,0
quartered,squartato,0,0,0,0,0,0,0,0,0,0
deranged,squilibrato,0,1,1,0,1,1,0,0,0,0
unbalanced,squilibrato,0,0,0,0,0,0,0,0,0,0
clarion,squillante,0,0,0,0,0,0,0,0,0,0
exquisitely,squisitamente,1,0,0,0,0,0,0,0,0,0
exquisite,squisito,1,0,0,0,0,0,1,0,0,0
squeak,squittio,0,0,0,0,0,0,0,0,0,0
eradicate,sradicare,0,1,1,0,0,0,0,0,0,0
stable,stabile,1,0,0,0,0,0,0,0,0,1
steady,stabile,0,0,0,0,0,0,0,0,1,1
establish,stabilire,0,0,0,0,0,0,0,0,0,1
stability,stabilità,0,0,0,0,0,0,0,0,0,0
established,stabilito,1,0,0,0,0,0,1,0,0,0
settled,stabilito,0,0,0,0,0,0,0,0,0,0
relay,staffetta,0,0,0,0,0,0,0,0,0,0
seasoned,stagionato,1,0,0,0,0,0,0,0,0,0
seasoning,stagionatura,0,0,0,0,0,0,0,0,0,0
season,stagione,0,0,0,0,0,0,0,0,0,0
stagnant,stagnante,0,1,0,0,0,0,0,1,0,0
stagnation,stagnazione,0,0,0,0,0,0,0,0,0,0
pond,stagno,0,0,0,0,0,0,0,0,0,0
bushel,staio,0,0,0,0,0,0,0,0,0,0
stalls,stalle,0,0,0,0,0,0,0,0,0,0
stalemate,stallo,0,0,1,0,1,0,0,0,0,0
stall,stallo,0,0,0,0,1,0,0,0,0,0
stallion,stallone,1,0,0,0,0,0,0,0,0,0
press,stampa,0,0,0,0,0,0,0,0,0,0
print,stampa,0,0,0,0,0,0,0,0,0,0
printing,stampa,0,0,0,0,0,0,0,0,0,0
printer,stampante,0,0,0,0,0,0,0,0,0,0
crutch,stampella,0,0,0,0,0,0,0,0,0,0
stencil,stampino,0,0,0,0,0,0,0,0,0,0
wearily,stancamente,0,1,0,0,0,0,0,1,0,0
fatigue,stanchezza,0,1,0,0,0,0,0,0,0,0
tiredness,stanchezza,0,1,0,0,0,0,0,0,0,0
weariness,stanchezza,0,1,0,0,0,0,0,1,0,0
tired,stanco,0,1,0,0,0,0,0,0,0,0
weary,stanco,0,1,0,0,0,0,0,1,0,0
standard,standard,0,0,0,0,0,0,0,0,0,0
standardize,standardizzare,0,0,0,0,0,0,0,0,0,0
stale,stantio,0,1,0,0,0,0,0,0,0,0
room,stanza,0,0,0,0,0,0,0,0,0,0
stanza,stanza,0,0,0,0,0,0,0,0,0,0
stand,stare in piedi,0,0,0,0,0,0,0,0,0,0
staring,staring,0,1,0,0,0,0,0,0,0,0
sneezing,starnuti,0,0,0,0,0,0,0,0,0,0
sneeze,starnuto,0,1,0,0,1,0,0,0,1,0
starved,starved,0,1,0,0,0,0,0,0,0,0
static,statica,0,0,0,0,0,0,0,0,0,0
statics,statica,0,0,0,0,0,0,0,0,0,0
statesman,statista,0,0,0,0,0,0,0,0,0,0
statistical,statistico,0,0,0,0,0,0,0,0,0,1
condition,stato,0,0,0,0,0,0,0,0,0,0
state,stato,0,0,0,0,0,0,0,0,0,0
status,stato,1,0,0,0,0,0,0,0,0,0
stator,statore,0,0,0,0,0,0,0,0,0,0
statue,statua,1,0,0,0,0,0,0,0,0,0
statuary,statuario,0,0,0,0,0,0,0,0,0,0
statuette,statuetta,0,0,0,0,0,0,0,0,0,0
stature,statura,0,0,0,0,0,0,0,0,0,0
statutory,statutario,0,0,0,0,0,0,0,0,0,0
statute,statuto,0,0,0,0,0,0,0,0,0,0
stationary,stazionario,0,1,0,0,0,0,0,0,0,0
station,stazione,0,0,0,0,0,0,0,0,0,0
cue,stecca,0,0,0,1,0,0,0,0,0,0
splint,stecca,0,0,0,0,0,0,0,0,0,0
star,stella,1,0,0,1,0,0,1,0,0,1
streamer,stella filante,0,0,0,0,0,0,0,0,0,0
stellar,stellare,1,0,0,0,0,0,0,0,0,0
starry,stellato,1,0,0,1,0,0,1,0,0,0
stars,stelle,0,0,0,0,0,0,0,0,0,0
stem,stelo,0,0,0,0,0,0,0,0,0,0
steppe,steppa,0,0,0,0,0,0,0,0,0,0
dung,sterco,0,0,0,0,1,0,0,0,0,0
stereoscopic,stereoscopico,0,0,0,0,0,0,0,0,0,0
stereotyped,stereotipato,0,1,0,0,0,0,0,0,0,0
stereotype,stereotipo,0,1,0,0,0,0,0,0,0,0
barren,sterile,0,1,0,0,0,0,0,1,0,0
infertile,sterile,0,0,0,0,0,0,0,0,0,0
sterile,sterile,0,1,0,0,0,0,0,1,0,0
tailings,sterili,0,0,0,0,0,0,0,0,0,0
sterility,sterilità,0,1,0,0,0,0,0,0,0,0
sterling,sterlina,1,1,1,1,0,0,1,0,0,1
exterminate,sterminare,0,1,0,0,0,1,0,1,0,0
extermination,sterminio,0,1,1,0,0,1,0,0,0,0
tern,sterna,0,0,0,0,0,0,0,0,0,0
steer,sterzare,0,0,0,0,0,0,0,0,0,0
swerve,sterzare,0,0,0,0,0,1,0,0,1,0
stethoscope,stetoscopio,0,0,0,0,0,0,0,0,0,0
steward,steward,1,0,0,0,0,0,0,0,0,1
coop,stia,0,1,1,0,1,0,0,0,0,0
stigma,stigma,0,1,1,0,1,1,0,1,0,0
style,stile,0,0,0,0,0,0,0,0,0,0
stiletto,stiletto,0,0,0,0,0,0,0,0,0,0
dripping,stillicidio,0,0,0,0,0,0,0,0,0,0
oozing,stillicidio,0,0,0,0,0,0,0,0,0,0
esteem,stima,1,0,0,0,0,0,1,1,0,1
estimate,stima,0,0,0,0,0,0,0,0,0,0
estimation,stima,0,0,0,0,0,0,0,0,0,0
stimulant,stimolante,0,0,0,0,0,0,0,0,0,0
stimulation,stimolazione,0,0,0,0,0,0,0,0,0,0
stimulus,stimolo,0,0,0,0,0,0,0,0,0,0
shank,stinco,0,0,0,0,0,1,0,0,0,0
shin,stinco,0,0,0,0,0,0,0,0,0,0
salary,stipendio,1,0,0,1,0,0,1,0,0,1
stipulate,stipulare,0,0,0,0,0,0,0,0,0,0
stipulation,stipulazione,0,0,0,0,0,0,0,0,0,0
boots,stivali,0,0,0,0,0,0,0,0,0,0
stow,stivare,0,0,0,0,0,0,0,0,0,0
huff,stizza,0,1,1,0,1,0,0,0,0,0
cloth,stoffa,0,0,0,0,0,0,0,0,0,0
stomach,stomaco,0,0,0,0,1,0,0,0,0,0
stone,stone,0,1,1,0,0,0,0,0,0,0
stop,Stop,0,0,0,0,0,0,0,0,0,0
stubble,stoppia,0,0,0,0,0,0,0,0,0,0
wick,stoppino,0,0,0,0,0,0,0,0,0,0
daze,stordimento,0,0,0,0,0,0,0,0,0,0
dazed,stordito,0,1,0,0,0,0,0,0,0,0
stunned,stordito,0,1,0,0,0,1,0,0,1,0
history,storia,0,0,0,0,0,0,0,0,0,0
story,storia,0,0,0,0,0,0,0,0,0,0
historian,storico,0,0,0,0,0,0,0,0,0,0
historic,storico,0,0,0,0,0,0,0,0,0,0
historiography,storiografia,0,0,0,0,0,0,0,0,0,0
sturgeon,storione,0,0,0,0,0,0,0,0,0,0
storming,storming,0,0,1,0,0,0,0,0,0,0
bevy,stormo,0,0,0,0,0,0,0,0,0,0
cripple,storpio,0,1,0,0,0,1,0,1,0,0
crippled,storpio,0,1,0,0,0,0,0,1,0,0
retort,storta,0,1,0,0,0,0,0,0,0,0
awry,storto,0,1,0,0,0,0,0,0,0,0
wry,storto,0,1,0,0,0,0,0,0,0,0
squint,strabico,0,0,0,0,0,0,0,0,0,0
cinch,straccale,0,0,0,0,0,0,0,0,0,0
rags,stracci,0,1,0,0,1,0,0,0,0,0
road,strada,0,0,0,0,0,0,0,0,0,0
street,strada,0,0,0,0,0,0,0,0,0,0
causeway,strada rialzata,0,0,0,0,0,0,0,0,0,0
thoroughfare,strada transitabile,0,0,0,0,0,0,0,0,0,0
straddle,straddle,0,0,0,0,0,0,0,0,0,0
roads,strade,0,0,0,0,0,0,0,0,0,0
massacre,strage,0,1,1,0,1,1,0,1,0,0
extrajudicial,stragiudiziale,0,1,0,0,0,1,0,0,0,0
weirdo,strambo,0,1,0,0,0,1,0,0,0,0
stranded,stranded,0,1,0,0,0,0,0,0,0,0
oddity,stranezza,0,1,0,0,1,0,0,1,1,0
strangle,strangolare,0,1,1,0,1,1,0,1,1,0
foreign,straniera,0,1,0,0,0,0,0,0,0,0
foreigner,straniero,0,1,0,0,0,1,0,0,0,0
queer,strano,0,0,0,0,0,0,0,0,0,0
weird,strano,0,1,0,0,1,0,0,0,0,0
extraordinary,straordinario,1,0,0,0,0,0,0,0,0,0
yaw,straorzata,0,0,0,0,0,0,0,0,0,0
overpaid,strapagati,0,1,0,0,0,0,0,0,0,0
overhanging,strapiombo,0,0,0,0,0,0,0,0,0,0
snatch,strappare,0,0,0,0,0,0,0,0,0,0
wrest,strappare,0,0,0,0,0,0,0,0,0,0
torn,strappato,0,1,0,0,0,0,0,0,0,0
snags,strappi,0,1,0,0,0,0,0,0,0,0
wrench,strappo,0,1,0,0,0,0,0,0,0,0
overflow,straripamento,0,1,0,0,0,0,0,0,0,0
overflowing,straripante,0,0,0,0,0,0,0,0,0,0
ruse,stratagemma,0,1,0,0,0,0,0,0,0,0
strategist,stratega,1,0,0,1,0,0,0,0,0,1
strategy,strategia,0,0,0,0,0,0,0,0,0,0
strategic,strategico,1,0,0,0,0,0,0,0,0,0
layered,strati,0,0,0,0,0,0,0,0,0,0
strata,strati,0,0,0,0,0,0,0,0,0,0
stratification,stratificazione,0,0,0,0,0,0,0,0,0,0
layer,strato,0,0,0,0,0,0,0,0,0,0
ply,strato,1,0,0,0,0,0,0,0,0,0
stratum,strato,0,0,0,0,0,0,0,0,0,0
stratus,strato,0,0,0,0,0,0,0,0,0,0
jerk,strattone,0,0,1,0,0,0,0,0,1,0
yank,strattone,0,0,0,0,0,0,0,0,0,0
romp,stravincere,1,0,0,0,0,0,1,0,0,0
excruciating,straziante,0,1,0,0,0,1,0,0,0,0
harrowing,straziante,0,1,0,0,0,1,0,0,0,0
streaming,Streaming,0,0,0,0,0,0,0,0,0,0
hag,strega,0,1,0,0,1,1,0,0,0,0
witch,strega,0,1,1,0,1,1,0,0,0,0
sorcerer,stregone,0,0,0,0,0,0,0,0,0,0
warlock,stregone,0,0,0,0,0,1,0,0,0,0
sorcery,stregoneria,0,1,0,1,0,1,0,0,1,0
witchcraft,stregoneria,0,1,1,0,0,1,0,1,0,0
stress,stress,0,1,0,0,0,0,0,0,0,0
tightness,strettezza,0,0,0,0,0,0,0,0,0,0
narrow,stretto,0,0,0,0,0,0,0,0,0,0
strait,stretto,0,0,0,0,0,0,0,0,0,0
straits,stretto,0,1,0,0,0,1,0,0,0,0
streaked,striato,0,0,0,0,0,0,0,0,0,0
jarring,stridente,0,1,0,0,0,1,0,1,0,0
screech,stridio,0,1,0,0,0,1,0,0,1,0
shrill,stridulo,0,1,1,0,0,1,0,0,1,0
shriek,strillare,0,1,1,0,0,1,0,1,1,0
squeal,strillo,0,0,0,0,0,0,0,0,0,0
yelp,strillo,0,1,1,0,0,1,0,0,1,0
streak,striscia,0,0,0,0,0,0,0,0,0,0
strip,striscia,0,1,0,0,0,0,0,1,0,0
creep,strisciamento,0,1,0,0,0,0,0,0,0,0
creeping,strisciante,0,0,0,1,0,0,0,0,0,0
cringe,strisciare,0,1,0,0,1,1,0,1,0,0
wring,strizzare,0,0,1,0,0,0,0,0,0,0
strobe,strobo,0,0,0,0,0,0,0,0,0,0
rub,strofinare,0,0,0,0,0,0,0,0,0,0
asshole,Stronzo,0,1,1,0,1,0,0,0,0,0
narrowing,strozzatura,0,0,0,0,0,0,0,0,0,0
instrumental,strumentale,1,0,0,0,0,0,0,0,0,0
instrumentality,strumentalità,0,0,0,0,0,0,0,0,0,0
instrumentalist,strumentista,0,0,0,0,0,0,0,0,0,0
instrument,strumento,0,0,0,0,0,0,0,0,0,0
framework,struttura,0,0,0,0,0,0,0,0,0,1
structure,struttura,1,0,0,0,0,0,0,0,0,1
texture,struttura,0,0,0,0,0,0,0,0,0,0
structural,strutturale,0,0,0,0,0,0,0,0,0,1
textural,strutturale,0,0,0,0,0,0,0,0,0,0
ostrich,struzzo,0,0,0,0,0,0,0,0,0,0
stucco,stucco,0,0,0,0,0,0,0,0,0,0
student,studente,0,0,0,0,0,0,0,0,0,0
undergraduate,studente universitario,0,0,0,0,0,0,0,0,0,0
studied,studiato,0,0,0,0,0,0,0,0,0,0
studio,studio,0,0,0,0,0,0,0,0,0,0
study,studio,1,0,0,0,0,0,0,0,0,0
scholar,studioso,1,0,0,0,0,0,0,0,0,0
scholarly,studioso,0,0,0,0,0,0,0,0,0,0
stew,stufato,0,0,0,0,0,0,0,0,0,0
matting,stuoia,0,0,0,0,0,0,0,0,0,0
stupendous,stupendo,0,0,0,0,0,0,0,0,0,0
foolishness,stupidità,0,1,0,0,0,0,0,0,0,0
silliness,stupidità,0,0,0,0,0,0,0,0,0,0
stupidity,stupidità,0,1,0,0,0,0,0,0,0,0
stupid,stupido,0,1,0,0,0,0,0,0,0,0
amaze,stupire,0,0,0,0,0,0,0,0,1,0
amazement,stupore,0,0,0,0,0,0,0,0,0,0
astonishment,stupore,1,0,0,0,0,0,1,0,1,0
stupor,stupore,0,1,0,0,0,0,0,0,0,0
rape,stupro,0,1,1,0,1,1,0,1,0,0
tease,stuzzicare,0,1,1,1,0,0,0,1,0,0
whet,stuzzicare,0,0,0,0,0,0,0,0,0,0
subatomic,subatomica,0,0,0,0,0,0,0,0,0,0
subconscious,subconscio,0,0,0,0,0,0,0,0,0,0
subduction,subduzione,0,0,0,0,0,0,0,0,0,0
anon,subito,0,0,0,0,0,0,0,0,0,0
immediately,subito,1,1,0,1,0,0,0,0,0,0
straightway,subito,0,0,0,0,0,0,0,0,0,0
subito,subito,0,0,0,0,0,0,0,0,1,0
sublimation,sublimazione,1,0,0,0,0,0,1,0,0,0
subliminal,subliminale,0,0,0,0,0,0,0,0,0,0
subordinate,subordinare,0,1,0,0,0,1,0,0,0,0
subordination,subordinazione,0,0,0,0,0,0,0,0,0,0
subplot,subplot,0,0,0,0,0,0,0,0,0,0
suburban,suburbano,0,0,0,0,0,0,0,0,0,0
happen,succedere,0,0,0,1,0,0,0,0,0,0
succession,successione,0,0,0,0,0,0,0,0,0,0
subsequently,successivamente,0,0,0,0,0,0,0,0,0,0
subsequent,successivo,0,0,0,0,0,0,0,0,0,0
succeeding,successivo,1,0,0,1,0,0,1,0,0,1
successive,successivo,0,0,0,0,0,0,0,0,0,0
success,successo,1,0,0,1,0,0,1,0,0,0
successor,successore,0,0,0,0,0,0,0,0,0,0
suck,succhiare,0,1,0,0,0,0,0,0,0,0
succinct,succinto,1,0,0,0,0,0,0,0,0,0
juice,succo,0,0,0,0,0,0,0,0,0,0
juicy,succoso,0,0,0,0,0,0,0,0,0,0
sappy,succoso,0,0,0,0,0,0,0,0,0,1
luscious,succulento,1,0,0,1,0,0,1,0,0,0
succulent,succulento,1,1,0,0,0,0,0,0,0,0
shroud,sudario,0,0,0,0,0,0,0,1,0,0
aforesaid,suddetto,0,0,0,0,0,0,0,0,0,0
subdivide,suddividere,0,0,0,0,0,0,0,0,0,0
subdivision,suddivisione,0,0,0,0,0,0,0,0,0,0
grimy,sudicio,0,1,0,0,1,0,0,0,0,0
sweating,sudorazione,0,0,0,0,0,0,0,0,0,0
sweat,sudore,0,0,0,0,0,1,0,0,0,0
sufficient,sufficiente,0,0,0,0,0,0,0,0,0,0
sufficiently,sufficientemente,0,0,0,0,0,0,0,0,0,0
sufficiency,sufficienza,1,0,0,0,0,0,0,0,0,0
suffix,suffisso,0,0,0,0,0,0,0,0,0,0
hint,suggerimento,0,0,0,0,0,0,0,0,0,0
prompting,suggerimento,0,0,0,0,0,0,0,0,0,0
suggestion,suggerimento,0,0,0,0,0,0,0,0,0,0
suggest,suggerire,0,0,0,0,0,0,0,0,0,1
suggestive,suggestivo,0,0,0,0,0,0,0,0,0,0
cork,sughero,0,0,0,0,0,0,0,0,0,0
gravy,sugo,0,0,0,0,0,0,0,0,0,0
suicidal,suicida,0,1,1,0,1,1,0,1,0,0
suicide,suicidio,0,1,1,0,0,1,0,1,0,0
swine,suino,0,1,0,0,1,0,0,0,0,0
suite,suite,0,0,0,0,0,0,0,0,0,0
sultan,sultano,0,0,0,0,0,1,0,0,0,0
aforementioned,summenzionato,0,0,0,0,0,0,0,0,0,0
sumo,sumo,0,0,0,0,0,0,0,0,0,0
sole,suola,0,0,0,0,0,0,0,0,0,0
ringer,suoneria,0,1,1,0,0,0,0,0,0,0
ringing,suono,0,0,0,0,0,0,0,0,0,0
sound,suono,0,0,0,0,0,0,0,0,0,0
nun,suora,0,1,0,0,0,0,0,0,0,1
surpassing,superando,1,0,0,0,0,0,0,0,0,0
exceed,superare,1,0,0,1,0,0,1,0,0,0
outdo,superare,1,0,0,1,0,0,0,0,0,0
outweigh,superare,0,0,0,0,0,0,0,0,0,0
outnumber,superare in numero,0,0,0,0,0,0,0,0,0,0
outrun,superare nella corsa,0,0,0,0,0,0,0,0,0,0
overtaken,superato,0,0,0,0,0,0,0,0,0,0
superb,superbo,1,0,0,0,0,0,0,0,0,0
superficial,superficiale,0,1,0,0,0,0,0,0,0,0
surface,superficie,0,0,0,0,0,0,0,0,0,0
acreage,superficie in acri,0,0,0,0,0,0,0,0,0,0
superfluous,superfluo,0,1,0,0,0,0,0,0,0,0
exceeding,superiore,0,0,0,0,0,0,0,0,0,0
higher,superiore,0,0,0,0,0,0,0,0,0,0
superior,superiore,1,0,0,0,0,0,0,0,0,0
top,superiore,1,0,0,1,0,0,0,0,0,1
upper,superiore,0,0,0,0,0,0,0,0,0,0
